time_s,current_A,speed_rad_s,voltage_V,load_Nm
0.0,0.0,0.0,19.71694146306328,0.0
0.005,0.19618682935575205,0.0004831923838868519,19.90287330737806,0.0
0.01,0.39227152494110173,0.0018993820957161358,20.070314853730967,0.0
0.015,0.5880710309570646,0.0042021173554416605,20.219999626499703,0.0
0.02,0.7834114162820978,0.007346341562726457,20.35264272080008,0.0
0.025,0.9781276001682058,0.011288369079214296,20.468941007285245,0.0
0.03,1.1720630827066187,0.015985860865864964,20.569573344536145,0.0
0.035,1.365069680091133,0.021397800005752574,20.655200798472276,0.0
0.04,1.5570072647012387,0.027484467141365907,20.72646686823238,0.0
0.045,1.7477435100214609,0.03420741585412743,20.78399771799549,0.0
0.05,1.9371536404079048,0.041529448012562566,20.82840241423239,0.0
0.055,2.125120185707812,0.04941458911430249,20.860273167896995,0.0
0.06,2.3115327407329884,0.057828063645891895,20.880185581086412,0.0
0.065,2.49628772958327,0.06673627048319633,20.88869889771655,0.0
0.07,2.6792881748117203,0.07610675835406268,20.886356257778566,0.0
0.075,2.8604434714190017,0.085908201383779,20.873684954758748,0.0
0.08,3.0396691656603396,0.096110374742807,20.85119669582181,0.0
0.085,3.2168867386446798,0.10668413041522014,20.81938786437405,0.0
0.09,3.39202339470202,0.11760137310527333,20.778739784639306,0.0
0.095,3.5650118544914866,0.12883503629855433,20.729718987896256,0.0
0.1,3.7357901528195,0.1403590584932235,20.6727774800412,0.0
0.105,3.9043014411343315,0.15214835961593456,20.608353010155298,0.0
0.11,4.070493794660501,0.16417881763614686,20.536869339769847,0.0
0.115,4.2343200241337655,0.17642724539168514,20.45873651253735,0.0
0.12,4.395737492094947,0.18887136763757895,20.37435112402985,0.0
0.125,4.554707933698472,0.20148979832941713,20.284096591399337,0.0
0.13,4.711197281989321,0.2142620181516844,20.18834342264806,0.0
0.135,4.865175497599996,0.22716835230080584,20.087449485269012,0.0
0.14,5.0166164028172515,0.2401899485319095,19.98176027402927,0.0
0.145,5.165497519966555,0.2533087554776293,19.871609177680416,0.0
0.15,5.311799914060597,0.2665075012466063,19.757317744392026,0.0
0.155,5.4555080396566975,0.27976967230870675,19.63919594571501,0.0
0.16,5.5966095918665815,0.2930794926733624,19.517542438892608,0.0
0.165,5.735095361460714,0.3064219033668458,19.392644827347077,0.0
0.17,5.8709590940082945,0.31978254221372526,19.2647799191802,0.0
0.17500000000000002,6.004197352992944,0.33314772392719977,19.134213983535552,0.0
0.18,6.134809386843232,0.3465044205124888,19.00120300467981,0.0
0.185,6.262796999816353,0.3598402419869504,18.865992933669435,0.0
0.19,6.388164426672563,0.3731434174201187,18.728819937478026,0.0
0.195,6.5109182110773505,0.3864027762963909,18.589910645467807,0.0
0.2,6.631067087667803,0.3996077302026518,18.449482393097263,0.0
0.20500000000000002,6.748621867719165,0.41274825484270095,18.307743462764478,0.0
0.21,6.863595328347241,0.4258148723799448,18.16489332169357,0.0
0.215,6.9760021051819985,0.4387986341094286,18.021122856778824,0.0
0.22,7.085858588447537,0.45169110345991575,17.876614606308177,0.0
0.225,7.193182822383439,0.4644843393263714,17.73154298849458,0.0
0.23,7.297994407942461,0.4771708797328718,17.586074526750167,0.0
0.23500000000000001,7.400314408699525,0.48974372582564313,17.4403680716445,0.0
0.24,7.500165259907026,0.5021963261956308,17.294575019494214,0.0
0.245,7.597570680631607,0.5145225615297133,17.14883952753706,0.0
0.25,7.6925555889077115,0.5267167295894011,17.003298725649024,0.0
0.255,7.785146019843468,0.5387735305156028,16.85808292456842,0.0
0.26,7.875369046614756,0.5506880524577987,16.713315820596026,0.0
0.265,7.963252704283594,0.5624557575257259,16.5691146967451,0.0
0.27,8.048825916377417,0.5740724680614665,16.425590620319984,0.0
0.275,8.13211842416619,0.5855343532296216,16.282848636906223,0.0
0.28,8.213160718574771,0.5968379159230597,16.140987960759595,0.0
0.28500000000000003,8.291983974668456,0.6079799799815512,16.00010216158539,0.0
0.29,8.36861998865014,0.6189576777204245,15.860279347703212,0.0
0.295,8.443101117308114,0.6297684377662244,15.721602345596327,0.0
0.3,8.51546021985411,0.6404099731962024,15.584148875847937,0.0
0.305,8.58573060209182,0.6508802699783321,15.447991725470297,0.0
0.31,8.653945962856799,0.6611775757084122,15.313198916635685,0.0
0.315,8.720140342669293,0.6713003886407019,15.179833871821208,0.0
0.32,8.784348074542281,0.6812474470084238,15.047955575382407,0.0
0.325,8.846603736887722,0.6910177186303678,14.917618731573207,0.0
0.33,8.906942108464733,0.7006103907997366,14.788873919032394,0.0
0.335,8.965398125314199,0.7100248604512911,14.661767741759238,0.0
