time_s,current_A,speed_rad_s,voltage_V,load_Nm
0.0,0.0,0.0,24.0,0.0
0.005,0.23880397042499998,0.000585248725,24.0,0.0
0.01,0.47523168722674836,0.0022838840445589333,24.0,0.0
0.015,0.7093066878471043,0.005014392050428253,24.0,0.0
0.02,0.9410522833731085,0.008700502099968394,24.0,0.0
0.025,1.1704915602842147,0.013270855752687181,24.0,0.0
0.03,1.3976473822140265,0.018658696549933164,24.0,0.0
0.035,1.6225423917243889,0.024801579326096373,24.0,0.0
0.04,1.8451990120898292,0.031641097822204194,24.0,0.0
0.045,2.0656394490904817,0.03912262945014192,24.0,0.0
0.05,2.283885692811759,0.047195096128202545,24.0,0.0
0.055,2.499959519449154,0.055810740176585105,24.0,0.0
0.06,2.7138824931166736,0.06492491432510213,24.0,0.0
0.065,2.925675967657506,0.07449588494499323,24.0,0.0
0.07,3.135361088455625,0.08448464767262617,24.0,0.0
0.075,3.3429587942471297,0.09485475464523395,24.0,0.0
0.08,3.5484898189302054,0.10557215261790938,24.0,0.0
0.085,3.7519746933726656,0.1166050312770626,24.0,0.0
0.09,3.9534337472161236,0.1279236811086385,24.0,0.0
0.095,4.152887110675901,0.13950036021977014,24.0,0.0
0.1,4.350354716335859,0.1513091695503833,24.0,0.0
0.105,4.545856300937388,0.16332593594672484,24.0,0.0
0.11,4.739411407161858,0.17552810260201415,24.0,0.0
0.115,4.931039385405896,0.1878946264005526,24.0,0.0
0.12,5.120759395548879,0.20040588173080293,24.0,0.0
0.125,5.3085904087121065,0.2130435703602908,24.0,0.0
0.13,5.494551209009155,0.22579063699080146,24.0,0.0
0.135,5.678660395286945,0.2386311901363517,24.0,0.0
0.14,5.86093638285711,0.25155042798891636,24.0,0.0
0.145,6.041397405217277,0.2645345689579685,24.0,0.0
0.15,6.220061515761912,0.27757078658964957,24.0,0.0
0.155,6.396946589482405,0.2906471485898961,24.0,0.0
0.16,6.572070324656127,0.3037525596931988,24.0,0.0
0.165,6.745450244524168,0.3168767081349236,24.0,0.0
0.17,6.917103698957544,0.3300100155003589,24.0,0.0
0.17500000000000002,7.08704786611166,0.3431435897379264,24.0,0.0
0.18,7.255299754068825,0.35626918113736905,24.0,0.0
0.185,7.421876202468679,0.3693791410862649,24.0,0.0
0.19,7.586793884126356,0.38246638342996075,24.0,0.0
0.195,7.750069306638277,0.395524348271026,24.0,0.0
0.2,7.911718813975446,0.40854696805464125,24.0,0.0
0.20500000000000002,8.071758588064164,0.4215286357960016,24.0,0.0
0.21,8.23020465035407,0.43446417531487097,24.0,0.0
0.215,8.387072863373454,0.4473488133509107,24.0,0.0
0.22,8.542378932271774,0.4601781534413591,24.0,0.0
0.225,8.696138406349336,0.4729481514500903,24.0,0.0
0.23,8.848366680574124,0.48565509264406515,24.0,0.0
0.23500000000000001,8.999078997085737,0.4982955702197303,24.0,0.0
0.24,9.14829044668643,0.5108664651880542,24.0,0.0
0.245,9.296015970319251,0.5233649275326352,24.0,0.0
0.25,9.442270360533302,0.5357883585607014,24.0,0.0
