time_s,current_A,speed_rad_s,voltage_V,load_Nm
0.0,0.0,0.0,19.71694146306328,0.0
0.005,0.19589333287289598,0.0004827084562048179,19.902882848951837,0.0
0.01,0.39110381910173236,0.0018955753605899783,20.070390005492595,0.0
0.015,0.5854570390424387,0.004189476274253168,20.22024970860585,0.0
0.02,0.7787886474734302,0.007316856755567643,20.353227380477282,0.0
0.025,0.9709440311658007,0.011231704080255416,20.47006734028169,0.0
0.03,1.1617779733701268,0.015889518687682354,20.571493065832282,0.0
0.035,1.351154325239123,0.02124728540050766,20.658207465279833,0.0
0.04,1.5389456841964337,0.027263444462593222,20.73089315802058,0.0
0.045,1.7250330792533546,0.03389786243791757,20.790212764005574,0.0
0.05,1.9093056632672252,0.04111180301114331,20.836809200677187,0.0
0.055,2.091660412127624,0.048867897728455234,20.87130598679061,0.0
0.06,2.272001830849295,0.05713011671531753,20.894307552409373,0.0
0.065,2.4502416665439366,0.06586373940589155,20.906399554394426,0.0
0.07,2.62629862823659,0.07503532531700968,20.90814919673595,0.0
0.075,2.800098113486327,0.0846126848978145,20.90010555510572,0.0
0.08,2.9715719417652786,0.09456485048444456,20.88279990503599,0.0
0.085,3.140658094544731,0.10486204738747834,20.856746053157963,0.0
0.09,3.3073004620320474,0.11547566513823355,20.822440670959313,0.0
0.095,3.471448596497526,0.12637822891846096,20.78036363054593,0.0
0.1,3.633057472125968,0.1375433711964671,20.730978341917798,0.0
0.105,3.7920872513237085,0.14894580359124915,20.674732091293183,0.0
0.11,3.9485030574081232,0.16056128898482527,20.612056380038556,0.0
0.115,4.1022747536031705,0.1723666139015953,20.54336726378438,0.0
0.12,4.253376728261332,0.18433956117226716,20.46906569132883,0.0
0.125,4.401787686229412,0.19645888289863367,20.38953784295277,0.0
0.13,4.547490446272939,0.2087042737342809,20.30515546778976,0.0
0.135,4.690471744471527,0.22105634449515243,20.21627621991488,0.0
0.14,4.830722043495282,0.23349659611278076,20.123243992835228,0.0
0.145,4.968235347670406,0.24600739394193044,20.026389252083582,0.0
0.15,5.103009023740331,0.2585719424333709,19.926029365634633,0.0
0.155,5.235043627227153,0.2711742601815143,19.822468931880437,0.0
0.16,5.36434273429675,0.2837991553557114,19.716000104918486,0.0
0.165,5.4909127790297525,0.2964322015230939,19.606902916921847,0.0
0.17,5.614762895999523,0.30905971386998976,19.495445597376296,0.0
0.17500000000000002,5.735904768057432,0.32166872582810846,19.381884888984374,0.0
0.18,5.854352479225012,0.33424696611090493,19.26646636005058,0.0
0.185,5.970122372592032,0.3467828361647752,19.149424713175815,0.0
0.19,6.083232913119133,0.35926538803901625,19.03098409010242,0.0
0.195,6.193704555243379,0.3716843026777965,18.911358372564013,0.0
0.2,6.301559615184959,0.3840298686367281,18.79075147900644,0.0
0.20500000000000002,6.406822147853265,0.3962929612260103,18.669357657058125,0.0
0.21,6.50951782825065,0.40846502208152047,18.547361771639288,0.0
0.215,6.609673837272425,0.4205380391646668,18.424939588610236,0.0
0.22,6.707318751801928,0.43250452719128396,18.302258053869494,0.0
0.225,6.80248243899996,0.44435750848934485,18.17947556782233,0.0
0.23,6.895195954688361,0.4560904942847852,18.056742255149743,0.0
0.23500000000000001,6.985491445728124,0.4676974664142833,17.93420022981705,0.0
0.24,7.073402056293104,0.4791728594634094,17.811983855269858,0.0
0.245,7.158961837941162,0.4905115433281569,17.690219999773543,0.0
0.25,7.2422056633853975,0.5017088061974873,17.569028286860103,0.0
0.255,7.323169143869029,0.5127603379541628,17.448521340853883,0.0
0.26,7.401888550048445,0.5236622139908075,17.328805027454706,0.0
0.265,7.478400736289968,0.5344108794378226,17.209978689363815,0.0
0.27,7.552743068286949,0.5450031337994877,17.092135376944398,0.0
0.275,7.624953353904927,0.555436115994307,16.975362073914688,0.0
0.28,7.695069777163784,0.5657072897954045,16.859739918077302,0.0
0.28500000000000003,7.763130835267001,0.5758144296665355,16.745344417094017,0.0
0.29,7.829175278589415,0.5857556069890613,16.632245659320485,0.0
0.295,7.8932420535361345,0.5955291766750345,16.520508519720018,0.0
0.3,7.955370248186603,0.6051337641613551,16.410192860880457,0.0
0.305,8.015599040639149,0.6145682527797852,16.30135372916238,0.0
0.31,8.073967649972733,0.6238317714974587,16.19404154601087,0.0
0.315,8.130515289744007,0.6329236830223782,16.088302294467134,0.0
0.32,8.185281123939207,0.6418435722682653,15.984177700919638,0.0
0.325,8.238304225301835,0.6505912351730154,15.881705412137865,0.0
0.33,8.289623535958558,0.6591666678649085,15.780919167634977,0.0
0.335,8.339277830267184,0.6675700561706354,15.681848967408428,0.0
0.34,8.387305679812066,0.6758017654591223,15.584521235110447,0.0
0.34500000000000003,8.433745420473755,0.6838623308150703,15.488958976702643,0.0
0.35000000000000003,8.478635121501217,0.691752447536068,15.39518193465143,0.0
